unix,open,high,low,close,vwap,volume,tradecount,date,volume_from
1643187720,37714.8,37714.8,37709.8,37709.8,37709.8,0.52430517,6,2022-01-26 09:02:00,19771.443099666
1643187780,37723.9,37724.0,37723.9,37724.0,37723.9,0.00236449,4,2022-01-26 09:03:00,89.19802075999999
1643187840,37723.9,37724.0,37723.9,37724.0,37723.9,0.60859398,8,2022-01-26 09:04:00,22958.59930152
1643187900,37724.0,37724.0,37718.8,37718.8,37720.9,0.10690308,4,2022-01-26 09:05:00,4032.255893904
1643187960,37707.2,37707.2,37707.1,37707.1,37707.1,0.00967098,5,2022-01-26 09:06:00,364.66460995799997
1643188020,37707.2,37724.0,37707.2,37724.0,37714.3,0.00930625,10,2022-01-26 09:07:00,351.068975
1643188080,37724.0,37736.3,37724.0,37736.3,37727.0,0.65178377,18,2022-01-26 09:08:00,24595.907879851
1643188140,37736.2,37746.6,37731.8,37746.6,37736.2,0.02070594,6,2022-01-26 09:09:00,781.5788348039999
1643188200,37747.1,37749.2,37729.3,37729.3,37745.6,1.79110393,11,2022-01-26 09:10:00,67577.097506149
1643188260,37717.6,37717.7,37708.8,37717.7,37716.9,0.11987484,4,2022-01-26 09:11:00,4521.403252667999
1643188320,37720.8,37720.8,37720.8,37720.8,37720.8,0.03200000,3,2022-01-26 09:12:00,1207.0656000000001
1643188380,37719.3,37734.9,37719.3,37734.9,37720.4,0.01289208,12,2022-01-26 09:13:00,486.481349592
1643188440,37749.3,37754.9,37748.0,37754.9,37749.0,0.99533878,9,2022-01-26 09:14:00,37578.916105022
1643188500,37734.4,37750.9,37726.3,37750.9,37749.9,0.05553083,4,2022-01-26 09:15:00,2096.3388102470003
1643188560,37765.5,37770.0,37765.5,37770.0,37769.3,0.30493320,6,2022-01-26 09:16:00,11517.326964
1643188620,37768.6,37771.0,37768.6,37771.0,37770.0,0.07937463,7,2022-01-26 09:17:00,2998.05914973
1643188680,37771.0,37788.3,37771.0,37788.3,37777.0,1.57526028,24,2022-01-26 09:18:00,59526.408038724
1643188740,37784.8,37784.8,37744.7,37770.6,37779.1,5.03699301,13,2022-01-26 09:19:00,190250.248183506
1643188800,37778.6,37840.0,37778.6,37812.9,37821.7,0.58000712,41,2022-01-26 09:20:00,21931.751227848
1643188860,37816.0,37913.6,37816.0,37913.6,37875.2,1.59560811,58,2022-01-26 09:21:00,60495.247639295994
1643188920,37916.7,37980.0,37916.7,37980.0,37952.4,2.67809572,76,2022-01-26 09:22:00,101714.0754456
1643188980,37972.4,37972.4,37923.9,37923.9,37928.4,0.64593322,19,2022-01-26 09:23:00,24496.306841958
1643189040,37932.8,37963.3,37911.0,37913.9,37943.9,9.50939498,40,2022-01-26 09:24:00,360538.250332222
1643189100,37915.0,37915.0,37871.8,37871.8,37877.3,1.23909909,6,2022-01-26 09:25:00,46926.912916662004
1643189160,37863.4,37873.2,37846.1,37846.1,37869.5,0.17430837,7,2022-01-26 09:26:00,6596.892001857
1643189220,37841.9,37842.7,37804.4,37805.9,37833.8,0.52810676,11,2022-01-26 09:27:00,19965.551357884
1643189280,37804.7,37816.6,37804.4,37804.4,37806.8,0.05852865,6,2022-01-26 09:28:00,2212.6404960600003
1643189340,37804.5,37814.4,37793.4,37793.4,37801.0,0.64331035,13,2022-01-26 09:29:00,24312.88538169
1643189400,37802.8,37862.5,37802.8,37841.5,37836.0,0.03524947,12,2022-01-26 09:30:00,1333.8928190049999
1643189460,37841.5,37841.5,37751.6,37751.6,37782.2,0.17089290,13,2022-01-26 09:31:00,6451.480403639999
1643189520,37771.8,37786.1,37744.9,37744.9,37757.5,0.05198597,9,2022-01-26 09:32:00,1962.205239053
1643189580,37744.8,37744.8,37744.8,37744.8,37744.8,0.00011524,1,2022-01-26 09:33:00,4.349710752
1643189640,37716.1,37716.1,37679.0,37716.1,37696.8,2.38975394,31,2022-01-26 09:34:00,90132.19857643399
1643189700,37716.1,37808.3,37716.1,37808.3,37795.7,3.35038478,28,2022-01-26 09:35:00,126672.35287767401
1643189760,37781.3,37781.3,37762.6,37762.6,37780.4,0.00287695,3,2022-01-26 09:36:00,108.64111207
1643189820,37817.4,37817.4,37783.1,37806.5,37805.0,0.05970927,7,2022-01-26 09:37:00,2257.3985162550002
1643189880,37804.1,37806.4,37776.3,37788.1,37796.9,0.15258032,7,2022-01-26 09:38:00,5765.720390191999
1643189940,37777.2,37782.5,37769.4,37769.4,37775.2,0.06908371,9,2022-01-26 09:39:00,2609.250276474
